C14ID,SiteID,LONGITUDE,Latitude,SITE,SITE_TYPE,LabCode,C14Age,C14SD,C13_AGE,C13_ERROR,MATERIAL,Material,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,,,Country
10266,Broken Hill Complex,143.6,-30.8,"11_18042 (Cluster RC11, Rutherfords Creek near Peery Lake)",Hearth,Wk-19570,982,34,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2008,"Study of several hearths exploring the intensification theory developed in the 1980s. Results indicate sporadic use of the region during the late Holocene, and combined with erosion/deflation, does not support the intensification theory",c14,,982,,,,AUSTRALIA
10495,South East Coastal Plain,145,-38.33,"McLears Hill 1, Dromana",Hearth,Wk-23407,2171,34,-27,0.2,Charcoal,Charcoal,"Tr. D2, sq 1, spit 6",60,Radiocarbon,,Terrestrial,Open,Y,"Archaeological & Heritage Management Solutions Pty Ltd, 2008","A possible hearh identified as part of a test excavation prior to a proposed residential development in Dromana, VIC. A series of machine dug test excavations across several landforms of interest revealed a contiuous artefact scatter on elevated areas over-looking swampy ground and flood prone areas. The assemblage was within aeolian sediments.  The assemblage was bondaian in composition with evidence of increasing use of silcrete through time. Two circular charcoal features were observed during the excavation, and were thought to be heaths. This sample comes from one of these features.",c14,,2171,,,,AUSTRALIA
10150,Arnhem Plateau,133.5,-13.5,DB-01,Burial (dingo),Wk-25381,77,35,,,Bone,Bone,,,Radiocarbon,,Terrestrial,Open,Y,Gunn et al. 2010,A bundle burial containing a dingo within a rockshelter,c14,,77,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10247,Victoria Volcanic Plain,141.82,-38.07,Muldoons Trap Complex (Lake Condah),Fish Trap,OZL-604,205,35,-26.6,0.1,Carbonised Eucalypt sp.,Charcoal,"Sq. B, XU 4, sample 1",5.9-8.7,Radiocarbon,,Terrestrial,Open,Y,"McNiven et al., 2012","A detailed investigation of a fish trap on the edge of Lake Condah. One area of the fish trap, F10, was excavated in detail with 15 AMS radiocarbon dates being recovered from infilled material. Bone, charcoal and artefacts were also recovered from the sediments and indicate broadly increasing densities in more recent periods. The radiocarbon dates indicate that the fish traps were primarily used during two periods - between 0.19 - 1.37ka and 5.4 - 8.88ka. There is also evidence of a wall building phase around 0.6-0.8ka. Interpretations suggest a focus on the resources associated with higher lake levels in the mid Holocene climatic optimum and the more recent late Holocene, with a hiatus occurring during periods of intense ENSO (4-2ka).",c14,,205,,,,AUSTRALIA
13973,Sydney Basin,151.19,-33.2,Emu Tracks 2,Rockshelter,Wk-14104,219,35,,,Charcoal,Charcoal,T2a/2,5.5-10,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 2007","A follow up study of one of Attenbrow's original Upper Mangrove creek sites. Emu Tracks 2 is a small south facing rockshelter (8.3 x 2.2 x 2 m). 15 engravings emu tracks were located on the back wall of the shelter. Test pit T1 was located against the back wall immediately below the engravings, but found they did not continue below the surface. Two adjoining 50 x 50 cm test pits, T2a and T2b, were excavated into the deposit to a depth of 80 cm and recovered some 7,000 artefacts (63 backed artefacts). The most abundant raw material was quartz, with FGS, silcrete and chert (tuff) also being present. Peak densities occurred between spits 8-11. Spit 5 was the uppermost bondi point; spit 11 was the peak artefact densities (of quartz); and spit 15 was the lowest level of artefacts. Some evidence that the lowest part of the excavations were disturbed (and hence some inversions of radiocarbon dates). In summary, the site began to be occupied about 3.7-3.5 ka, with backed blades appearing between 3.2 - 1.1 ka.",c14,,219,,,,AUSTRALIA
11463,Great Sandy Desert,130.58,-22.74,Karrku  ochre mine,Ochre mine,Wk-21267,223,35,,,Wood,Wood/Plant Material,,,Radiocarbon,,Terrestrial,Open,Y,M A Smith unpub,98/2 Wood from mine workings,c14,,223,,,,AUSTRALIA
12443,Sydney Basin,150.52,-34.57,Wingecaribbee Swamp (WEP 2),Open site,Wk-13291,266,35,-24.3,0.2,Charred wood,Wood/Plant Material,"Sq. E8 N6, spit 1-2",c.10-20,Radiocarbon,,Terrestrial,Open,Y,"Jo McDonald Cultural Heritage Management Pty Ltd, 2003","An excavation of a peat deposit on the edges of the Wingecarribee Swamp near Robertson, NSW. Excavations were undertaken following a catastrophic collapse of nearby swamp edge. The excavations were focussed on two main areas, WEP 1 and 2, both of which formed transects from the swamp edge to the higher ground. Excavations and bore-holing revealed a peat deposit about 1 m thick away from the swamp edge to 2 m at the swamp edge. The ongoing growth of the peat indicated its formation about 3 ka with a high likelihood of burying earlier sites through its ongoing formation. Archaeological material was found to depths dating to at least c.2.7ka and was generally within 5 - 20 m of the swamp's edge. Evidence of at least two burning phases (possible human) between 1500-1650 AD and at c.1.6ka were evident. Artefacts were Bondaian in nature throughout and indicate an earlier use of silcrete with a later preference for quartz. Artefact focus occurred in areas that were closer and more accessible to the water's edge. Highest artefact discard rates were located at c.1.6 ka.",c14,,266,,,,AUSTRALIA
10282,Broken Hill Complex,143.6,-30.8,"26_24020 (Cluster 26, Rutherfords Creek near Peery Lake)",Hearth,Wk-19600,348,35,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2008,"Study of several hearths exploring the intensification theory developed in the 1980s. Results indicate sporadic use of the region during the late Holocene, and combined with erosion/deflation, does not support the intensification theory",c14,,348,,,,AUSTRALIA
10288,Broken Hill Complex,143.6,-30.8,"26_24029 (Cluster 26, Rutherfords Creek near Peery Lake)",Hearth,Wk-19607,357,35,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2008,"Study of several hearths exploring the intensification theory developed in the 1980s. Results indicate sporadic use of the region during the late Holocene, and combined with erosion/deflation, does not support the intensification theory",c14,,357,,,,AUSTRALIA
10274,Broken Hill Complex,143.6,-30.8,"11_18077 (Cluster RC11, Rutherfords Creek near Peery Lake)",Hearth,Wk-19579,410,35,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2008,"Study of several hearths exploring the intensification theory developed in the 1980s. Results indicate sporadic use of the region during the late Holocene, and combined with erosion/deflation, does not support the intensification theory",c14,,410,,,,AUSTRALIA
10286,Broken Hill Complex,143.6,-30.8,"26_24025 (Cluster 26, Rutherfords Creek near Peery Lake)",Hearth,Wk-19604,416,35,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2008,"Study of several hearths exploring the intensification theory developed in the 1980s. Results indicate sporadic use of the region during the late Holocene, and combined with erosion/deflation, does not support the intensification theory",c14,,416,,,,AUSTRALIA
12809,Brigalow Belt South,148.089,-24.116,Springsure Keeping Place 2,Rockshelter,OZF-253,580,35,,,Bark,Wood/Plant Material,,0,Radiocarbon,,Terrestrial,Closed,Y,L'Oste-Brown et al. 2002,Sample of bark from crypt floor,c14,,580,,,,AUSTRALIA
10268,Broken Hill Complex,143.6,-30.8,"11_18045 (Cluster RC11, Rutherfords Creek near Peery Lake)",Hearth,Wk-19573,928,35,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2008,"Study of several hearths exploring the intensification theory developed in the 1980s. Results indicate sporadic use of the region during the late Holocene, and combined with erosion/deflation, does not support the intensification theory",c14,,928,,,,AUSTRALIA
13974,Sydney Basin,151.19,-33.2,Emu Tracks 2,Rockshelter,Wk-14105,1432,35,,,Charcoal,Charcoal,T2a/5,21.5-26.5,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 2007","A follow up study of one of Attenbrow's original Upper Mangrove creek sites. Emu Tracks 2 is a small south facing rockshelter (8.3 x 2.2 x 2 m). 15 engravings emu tracks were located on the back wall of the shelter. Test pit T1 was located against the back wall immediately below the engravings, but found they did not continue below the surface. Two adjoining 50 x 50 cm test pits, T2a and T2b, were excavated into the deposit to a depth of 80 cm and recovered some 7,000 artefacts (63 backed artefacts). The most abundant raw material was quartz, with FGS, silcrete and chert (tuff) also being present. Peak densities occurred between spits 8-11. Spit 5 was the uppermost bondi point; spit 11 was the peak artefact densities (of quartz); and spit 15 was the lowest level of artefacts. Some evidence that the lowest part of the excavations were disturbed (and hence some inversions of radiocarbon dates). In summary, the site began to be occupied about 3.7-3.5 ka, with backed blades appearing between 3.2 - 1.1 ka.",c14,,1432,,,,AUSTRALIA
14925,Darwin Coastal,130.9,-12.5,HI81,Shell mound,OZH-891,1570,35,,,Charcoal,Charcoal,,05-Sep,Radiocarbon,,Terrestrial,Open,Y,"Brockwell et al., 2009",,c14,,1570,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
14928,Darwin Coastal,130.9,-12.5,HI81,Shell mound,OZH-890,1835,35,,,Charcoal,Charcoal,,140-142,Radiocarbon,,Terrestrial,Open,Y,"Brockwell et al., 2009",,c14,,1835,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
13989,Sydney Basin,151.14,-33.16,Kangaroo & Echnida,Rockshelter,Wk-14102,2942,35,,,Charcoal,Charcoal,T2a/3-lower,16.0-22.0,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 2007","A follow up study of one of Attenbrow's original Upper Mangrove creek sites. This was a large west-facing shelter (46 x 9.8 x <13.5 m). Charcoal drawings (including a kangaroo and echidna) were found in the shelter. Two test pits were excavated, one in an upper dry area of the cave, another in the lower damp area. The latter (T1) was abandoned. T2 was expanded into four 50 x 50 cm test pits abd reached a maximum depth of 71 cm. Sixty one artefacts were recovered from spits 1-5. This date was undertaken since in the original study, an age of 6 ka (SUA-2172) was located midway through the sequence suggesting an age of 9.8 ka for the base of the cultural sequence, which was considered to old given the distance between the date and the base of the excavations (<12 cm). This date demonstrates that initial occupation at 6.7 ka is more realistic. Within the assemblage, a bondi point, three complete ground-edged implements, and five bipolar core/flakes were recovered. Spit 3, which was originally thought to be 5 - 2.8 ka, is now also considered to be too early, with a new date of 2.9 ka for its deposition thought likely. These new dates suggest a break in occupation has occurred between spits 4 and 5 (c.7.5 ka), and spit 3 (c.4-3ka).",c14,,2942,,,,AUSTRALIA
12416,Sydney Basin,151.01,-33.82,RTA-G1 (#45-6-2673),Open site,Wk-17436,3270,35,,,Charcoal,Charcoal,"Sq. 45E, 60N",13,Radiocarbon,,Terrestrial,Open,Y,"Jo McDonald Cultural Heritage Management Pty Ltd, 2005a","A large salvage excavation of a deep sand body at 109-113 George Street, Parramatta. Some 122 sq. m of the site were hand excavated to depths of >80 cm. Some 4,775 artefacts were recovered in a bimodal distribution. In the upper 20 cm, glossy and heat -treated silcrete material was recovered. In the lower deposits, and mainly between 40-60cm, a dense layer of pre-Bondaian/Capertian artefacts were found primarily composed of silified tuff. The assemblage was dominated by debitage and manuport. Current dating of this site indicates it is one of the earliest in the Sydney Basin. This sample was found in association and/or in close proximity to several edge-ground axes.",c14,,3270,,,,AUSTRALIA
13977,Sydney Basin,151.19,-33.2,Emu Tracks 2,Rockshelter,Wk-14106,3423,35,,,Charcoal,Charcoal,T2a/11,52.0-56.5,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 2007","A follow up study of one of Attenbrow's original Upper Mangrove creek sites. Emu Tracks 2 is a small south facing rockshelter (8.3 x 2.2 x 2 m). 15 engravings emu tracks were located on the back wall of the shelter. Test pit T1 was located against the back wall immediately below the engravings, but found they did not continue below the surface. Two adjoining 50 x 50 cm test pits, T2a and T2b, were excavated into the deposit to a depth of 80 cm and recovered some 7,000 artefacts (63 backed artefacts). The most abundant raw material was quartz, with FGS, silcrete and chert (tuff) also being present. Peak densities occurred between spits 8-11. Spit 5 was the uppermost bondi point; spit 11 was the peak artefact densities (of quartz); and spit 15 was the lowest level of artefacts. Some evidence that the lowest part of the excavations were disturbed (and hence some inversions of radiocarbon dates). In summary, the site began to be occupied about 3.7-3.5 ka, with backed blades appearing between 3.2 - 1.1 ka.",c14,,3423,,,,AUSTRALIA
12417,Sydney Basin,151.01,-33.82,RTA-G1 (#45-6-2673),Open site,Wk-17432,4433,35,,,Charcoal,Charcoal,"Sq. 59E, 58N",30-33,Radiocarbon,,Terrestrial,Open,Y,"Jo McDonald Cultural Heritage Management Pty Ltd, 2005a","A large salvage excavation of a deep sand body at 109-113 George Street, Parramatta. Some 122 sq. m of the site were hand excavated to depths of >80 cm. Some 4,775 artefacts were recovered in a bimodal distribution. In the upper 20 cm, glossy and heat -treated silcrete material was recovered. In the lower deposits, and mainly between 40-60cm, a dense layer of pre-Bondaian/Capertian artefacts were found primarily composed of silified tuff. The assemblage was dominated by debitage and manuport. Current dating of this site indicates it is one of the earliest in the Sydney Basin. This sample was a large charcoal feature found just over-lying a cluster of manuports, as well as parts of the silcrete assemblage.",c14,,4433,,,,AUSTRALIA
10283,Broken Hill Complex,143.6,-30.8,"26_24021 (Cluster 26, Rutherfords Creek near Peery Lake)",Hearth,Wk-19601,326,36,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2008,"Study of several hearths exploring the intensification theory developed in the 1980s. Results indicate sporadic use of the region during the late Holocene, and combined with erosion/deflation, does not support the intensification theory",c14,,326,,,,AUSTRALIA
